datetime,Datetime,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
2021-11-22 12:39:32,11/22/2021 1:02:09 p. m.,14.41,4.86,134.9,307.7,689.0,550.0,1.5,0.345,0.34,0.0,10.794,51.8,3.85
2021-11-22 12:39:37,11/22/2021 1:02:14 p. m.,14.41,4.86,134.9,307.8,689.0,550.0,1.5,0.345,0.34,0.0,10.794,51.7,3.85
2021-11-22 12:39:42,11/22/2021 1:02:19 p. m.,14.41,4.86,134.9,307.8,689.0,550.0,1.5,0.345,0.34,0.0,10.794,51.7,3.85
2021-11-22 12:39:47,11/22/2021 1:02:24 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,51.9,3.86
2021-11-22 12:39:52,11/22/2021 1:02:29 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,52.2,3.88
2021-11-22 12:39:57,11/22/2021 1:02:34 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,52.4,3.9
2021-11-22 12:40:02,11/22/2021 1:02:39 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,52.6,3.91
2021-11-22 12:40:07,11/22/2021 1:02:44 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,52.7,3.92
2021-11-22 12:40:12,11/22/2021 1:02:49 p. m.,14.41,4.86,134.9,307.9,689.0,551.0,1.5,0.345,0.34,0.0,10.793,52.6,3.91
2021-11-22 12:40:17,11/22/2021 1:02:54 p. m.,14.41,4.86,134.9,307.9,689.0,551.0,1.5,0.345,0.34,0.0,10.792,52.5,3.9
2021-11-22 12:40:22,11/22/2021 1:02:59 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,52.6,3.91
2021-11-22 12:40:27,11/22/2021 1:03:04 p. m.,14.41,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,52.8,3.92
2021-11-22 12:40:32,11/22/2021 1:03:09 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,52.8,3.93
2021-11-22 12:40:37,11/22/2021 1:03:14 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,53.0,3.94
2021-11-22 12:40:42,11/22/2021 1:03:19 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,53.4,3.97
2021-11-22 12:40:47,11/22/2021 1:03:24 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,53.9,4.01
2021-11-22 12:40:52,11/22/2021 1:03:29 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.2,4.03
2021-11-22 12:40:57,11/22/2021 1:03:34 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.5,4.05
2021-11-22 12:41:02,11/22/2021 1:03:39 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.7,4.06
2021-11-22 12:41:07,11/22/2021 1:03:44 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.9,4.08
2021-11-22 12:41:12,11/22/2021 1:03:49 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.0,4.09
2021-11-22 12:41:17,11/22/2021 1:03:54 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,55.1,4.1
2021-11-22 12:41:22,11/22/2021 1:03:59 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.1,4.1
2021-11-22 12:41:27,11/22/2021 1:04:04 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.1,4.1
2021-11-22 12:41:32,11/22/2021 1:04:09 p. m.,14.42,4.86,135.0,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.1,4.1
2021-11-22 12:41:37,11/22/2021 1:04:14 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.1,4.1
2021-11-22 12:41:42,11/22/2021 1:04:19 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.792,55.0,4.09
2021-11-22 12:41:47,11/22/2021 1:04:24 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.9,4.08
2021-11-22 12:41:52,11/22/2021 1:04:29 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.7,4.07
2021-11-22 12:41:57,11/22/2021 1:04:34 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.6,4.06
2021-11-22 12:42:02,11/22/2021 1:04:39 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.5,4.05
2021-11-22 12:42:07,11/22/2021 1:04:44 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.5,4.05
2021-11-22 12:42:12,11/22/2021 1:04:49 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.788,54.6,4.06
2021-11-22 12:42:17,11/22/2021 1:04:54 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,54.7,4.07
2021-11-22 12:42:22,11/22/2021 1:04:59 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.8,4.08
2021-11-22 12:42:27,11/22/2021 1:05:04 p. m.,14.42,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.789000000000001,54.9,4.08
2021-11-22 12:42:32,11/22/2021 1:05:09 p. m.,14.42,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,55.0,4.09
2021-11-22 12:42:37,11/22/2021 1:05:14 p. m.,14.42,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.1,4.09
2021-11-22 12:42:42,11/22/2021 1:05:19 p. m.,14.43,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.2,4.11
2021-11-22 12:42:47,11/22/2021 1:05:24 p. m.,14.43,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.3,4.11
2021-11-22 12:42:52,11/22/2021 1:05:29 p. m.,14.43,4.86,134.8,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.5,4.12
2021-11-22 12:42:57,11/22/2021 1:05:34 p. m.,14.43,4.86,134.8,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.5,4.13
2021-11-22 12:43:02,11/22/2021 1:05:39 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.6,4.13
2021-11-22 12:43:07,11/22/2021 1:05:44 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,55.5,4.13
2021-11-22 12:43:12,11/22/2021 1:05:49 p. m.,14.43,4.86,135.0,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.5,4.12
2021-11-22 12:43:17,11/22/2021 1:05:54 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.792,55.4,4.12
2021-11-22 12:43:22,11/22/2021 1:05:59 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.4,4.12
2021-11-22 12:43:27,11/22/2021 1:06:04 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.3,4.11
2021-11-22 12:43:32,11/22/2021 1:06:09 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.3,4.11
2021-11-22 12:43:37,11/22/2021 1:06:14 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.2,4.1
2021-11-22 12:43:42,11/22/2021 1:06:19 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.1,4.1
2021-11-22 12:43:47,11/22/2021 1:06:24 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,55.0,4.09
2021-11-22 12:43:52,11/22/2021 1:06:29 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.8,4.08
2021-11-22 12:43:57,11/22/2021 1:06:34 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.6,4.06
2021-11-22 12:44:02,11/22/2021 1:06:39 p. m.,14.43,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.4,4.05
2021-11-22 12:44:07,11/22/2021 1:06:44 p. m.,14.43,4.86,134.9,307.9,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.3,4.03
2021-11-22 12:44:12,11/22/2021 1:06:49 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.2,4.03
2021-11-22 12:44:17,11/22/2021 1:06:54 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.3,4.03
2021-11-22 12:44:22,11/22/2021 1:06:59 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.3,4.04
2021-11-22 12:44:27,11/22/2021 1:07:04 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.3,4.04
2021-11-22 12:44:32,11/22/2021 1:07:09 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.4,4.04
2021-11-22 12:44:37,11/22/2021 1:07:14 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.4,4.04
2021-11-22 12:44:42,11/22/2021 1:07:19 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.4,4.04
2021-11-22 12:44:47,11/22/2021 1:07:24 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.5,4.05
2021-11-22 12:44:52,11/22/2021 1:07:29 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.6,4.06
2021-11-22 12:44:57,11/22/2021 1:07:34 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.6,4.06
2021-11-22 12:45:02,11/22/2021 1:07:39 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.6,4.06
2021-11-22 12:45:07,11/22/2021 1:07:44 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.6,4.06
2021-11-22 12:45:12,11/22/2021 1:07:49 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.5,4.05
2021-11-22 12:45:17,11/22/2021 1:07:54 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.789000000000001,54.5,4.05
2021-11-22 12:45:22,11/22/2021 1:07:59 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.4,4.04
2021-11-22 12:45:27,11/22/2021 1:08:04 p. m.,14.44,4.86,134.9,307.8,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.3,4.04
2021-11-22 12:45:32,11/22/2021 1:08:09 p. m.,14.44,4.86,134.9,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.1,4.02
2021-11-22 12:45:37,11/22/2021 1:08:14 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.795,53.8,4.0
2021-11-22 12:45:42,11/22/2021 1:08:19 p. m.,14.44,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.796,54.2,4.03
2021-11-22 12:45:47,11/22/2021 1:08:24 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.796,54.6,4.06
2021-11-22 12:45:52,11/22/2021 1:08:29 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.9,4.08
2021-11-22 12:45:57,11/22/2021 1:08:34 p. m.,14.44,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.796,55.2,4.1
2021-11-22 12:46:02,11/22/2021 1:08:39 p. m.,14.44,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,55.4,4.12
2021-11-22 12:46:07,11/22/2021 1:08:44 p. m.,14.44,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.6,4.13
2021-11-22 12:46:12,11/22/2021 1:08:49 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,55.8,4.14
2021-11-22 12:46:17,11/22/2021 1:08:54 p. m.,14.44,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,55.9,4.16
2021-11-22 12:46:22,11/22/2021 1:08:59 p. m.,14.44,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.1,4.17
2021-11-22 12:46:27,11/22/2021 1:09:04 p. m.,14.45,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.2,4.18
2021-11-22 12:46:32,11/22/2021 1:09:09 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.3,4.18
2021-11-22 12:46:37,11/22/2021 1:09:14 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.4,4.19
2021-11-22 12:46:42,11/22/2021 1:09:19 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,56.6,4.2
2021-11-22 12:46:47,11/22/2021 1:09:24 p. m.,14.45,4.86,134.9,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,56.9,4.22
2021-11-22 12:46:52,11/22/2021 1:09:29 p. m.,14.45,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,57.1,4.24
2021-11-22 12:46:57,11/22/2021 1:09:34 p. m.,14.45,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,57.1,4.25
2021-11-22 12:47:02,11/22/2021 1:09:39 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,57.2,4.25
2021-11-22 12:47:07,11/22/2021 1:09:44 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,57.3,4.25
2021-11-22 12:47:12,11/22/2021 1:09:49 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,57.3,4.26
2021-11-22 12:47:17,11/22/2021 1:09:54 p. m.,14.45,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.795,57.3,4.26
2021-11-22 12:47:22,11/22/2021 1:09:59 p. m.,14.46,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,57.4,4.26
2021-11-22 12:47:27,11/22/2021 1:10:04 p. m.,14.46,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.796,57.3,4.26
2021-11-22 12:47:32,11/22/2021 1:10:09 p. m.,14.46,4.86,134.9,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,57.2,4.25
2021-11-22 12:47:37,11/22/2021 1:10:14 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,57.1,4.24
2021-11-22 12:47:42,11/22/2021 1:10:19 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,56.9,4.23
2021-11-22 12:47:47,11/22/2021 1:10:24 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.9,4.22
2021-11-22 12:47:52,11/22/2021 1:10:29 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,56.8,4.22
2021-11-22 12:47:57,11/22/2021 1:10:34 p. m.,14.46,4.86,134.9,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,56.6,4.21
2021-11-22 12:48:02,11/22/2021 1:10:39 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,56.6,4.2
2021-11-22 12:48:07,11/22/2021 1:10:44 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,56.5,4.2
2021-11-22 12:48:12,11/22/2021 1:10:49 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,56.3,4.18
2021-11-22 12:48:17,11/22/2021 1:10:54 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,56.0,4.16
2021-11-22 12:48:22,11/22/2021 1:10:59 p. m.,14.46,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,55.7,4.14
2021-11-22 12:48:27,11/22/2021 1:11:04 p. m.,14.46,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,55.5,4.12
2021-11-22 12:48:32,11/22/2021 1:11:09 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,55.3,4.11
2021-11-22 12:48:37,11/22/2021 1:11:14 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.795,55.2,4.1
2021-11-22 12:48:42,11/22/2021 1:11:19 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,55.1,4.09
2021-11-22 12:48:47,11/22/2021 1:11:24 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.9,4.08
2021-11-22 12:48:52,11/22/2021 1:11:29 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.79,54.8,4.07
2021-11-22 12:48:57,11/22/2021 1:11:34 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.6,4.06
2021-11-22 12:49:02,11/22/2021 1:11:39 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.5,4.05
2021-11-22 12:49:07,11/22/2021 1:11:44 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.4,4.04
2021-11-22 12:49:12,11/22/2021 1:11:49 p. m.,14.46,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.3,4.03
2021-11-22 12:49:17,11/22/2021 1:11:54 p. m.,14.47,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.3,4.03
2021-11-22 12:49:22,11/22/2021 1:11:59 p. m.,14.47,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.2,4.03
2021-11-22 12:49:27,11/22/2021 1:12:04 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.2,4.03
2021-11-22 12:49:32,11/22/2021 1:12:09 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.2,4.02
2021-11-22 12:49:37,11/22/2021 1:12:14 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.1,4.02
2021-11-22 12:49:42,11/22/2021 1:12:19 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.2,4.03
2021-11-22 12:49:47,11/22/2021 1:12:24 p. m.,14.47,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.792,54.4,4.04
2021-11-22 12:49:52,11/22/2021 1:12:29 p. m.,14.47,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.5,4.05
2021-11-22 12:49:57,11/22/2021 1:12:34 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.6,4.05
2021-11-22 12:50:02,11/22/2021 1:12:39 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.7,4.06
2021-11-22 12:50:07,11/22/2021 1:12:44 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.7,4.07
2021-11-22 12:50:12,11/22/2021 1:12:49 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.8,4.07
2021-11-22 12:50:17,11/22/2021 1:12:54 p. m.,14.47,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.9,4.07
2021-11-22 12:50:22,11/22/2021 1:12:59 p. m.,14.47,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.794,54.8,4.07
2021-11-22 12:50:27,11/22/2021 1:13:04 p. m.,14.47,4.86,134.7,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.795,54.8,4.07
2021-11-22 12:50:32,11/22/2021 1:13:09 p. m.,14.48,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.793,54.8,4.07
2021-11-22 12:50:37,11/22/2021 1:13:14 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.8,4.07
2021-11-22 12:50:42,11/22/2021 1:13:19 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.7,4.06
2021-11-22 12:50:47,11/22/2021 1:13:24 p. m.,14.48,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,54.5,4.05
2021-11-22 12:50:52,11/22/2021 1:13:29 p. m.,14.48,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,54.3,4.03
2021-11-22 12:50:57,11/22/2021 1:13:34 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,54.1,4.02
2021-11-22 12:51:02,11/22/2021 1:13:39 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,54.0,4.01
2021-11-22 12:51:07,11/22/2021 1:13:44 p. m.,14.48,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,53.9,4.0
2021-11-22 12:51:12,11/22/2021 1:13:49 p. m.,14.48,4.86,134.8,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.790999999999999,53.7,3.99
2021-11-22 12:51:17,11/22/2021 1:13:54 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,53.6,3.98
2021-11-22 12:51:22,11/22/2021 1:13:59 p. m.,14.48,4.86,134.7,307.7,689.0,551.0,1.5,0.345,0.34,0.0,10.79,53.5,3.97
2021-11-22 12:51:27,11/22/2021 1:14:04 p. m.,14.48,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.788,53.5,3.97
2021-11-22 12:51:32,11/22/2021 1:14:09 p. m.,14.48,4.86,134.8,307.5,689.0,551.0,1.5,0.345,0.34,0.0,10.79,53.4,3.96
2021-11-22 12:51:37,11/22/2021 1:14:14 p. m.,14.48,4.86,134.7,307.5,689.0,551.0,1.5,0.345,0.34,0.0,10.79,53.4,3.96
2021-11-22 12:51:42,11/22/2021 1:14:19 p. m.,14.48,4.86,134.7,307.5,689.0,551.0,1.5,0.345,0.34,0.0,10.788,53.3,3.95
2021-11-22 12:51:47,11/22/2021 1:14:24 p. m.,14.48,4.86,134.8,307.5,689.0,551.0,1.5,0.345,0.34,0.0,10.788,53.2,3.95
2021-11-22 12:51:52,11/22/2021 1:14:29 p. m.,14.48,4.86,134.8,307.6,689.0,551.0,1.5,0.345,0.34,0.0,10.789000000000001,53.2,3.94
2021-11-22 12:51:57,11/22/2021 1:14:34 p. m.,14.48,4.86,134.8,307.5,689.0,551.0,1.5,0.345,0.34,0.0,10.788,53.0,3.94
2021-11-22 12:52:02,11/22/2021 1:14:39 p. m.,14.48,4.86,134.8,307.2,689.0,551.0,1.5,0.345,0.34,0.0,10.786,52.9,3.93
2021-11-22 12:52:07,11/22/2021 1:14:44 p. m.,14.48,4.86,134.7,307.1,689.0,551.0,1.5,0.345,0.34,0.0,10.786,52.6,3.9
2021-11-22 12:52:12,11/22/2021 1:14:49 p. m.,14.48,4.86,134.8,307.1,689.0,551.0,1.5,0.345,0.34,0.0,10.784,52.4,3.89
2021-11-22 12:52:17,11/22/2021 1:14:54 p. m.,14.48,4.86,134.7,307.2,689.0,551.0,1.5,0.345,0.34,0.0,10.788,52.3,3.88
2021-11-22 12:52:22,11/22/2021 1:14:59 p. m.,14.49,4.86,134.7,307.3,689.0,551.0,1.5,0.345,0.34,0.0,10.787,52.3,3.88
2021-11-22 12:52:27,11/22/2021 1:15:04 p. m.,14.49,4.86,134.7,307.3,689.0,551.0,1.5,0.345,0.34,0.0,10.787,52.3,3.88
2021-11-22 12:52:32,11/22/2021 1:15:09 p. m.,14.49,4.86,134.8,307.4,689.0,551.0,1.5,0.345,0.34,0.0,10.788,52.3,3.88
2021-11-22 12:52:37,11/22/2021 1:15:14 p. m.,14.49,4.86,134.8,307.4,689.0,551.0,1.5,0.345,0.34,0.0,10.79,52.3,3.88
2021-11-22 12:52:42,11/22/2021 1:15:19 p. m.,14.49,4.86,134.8,307.4,689.0,551.0,1.5,0.345,0.34,0.0,10.79,52.3,3.88
2021-11-22 12:52:47,11/22/2021 1:15:24 p. m.,14.49,4.86,134.8,307.4,689.0,552.0,1.5,0.345,0.34,0.0,10.787,52.2,3.87
2021-11-22 12:52:52,11/22/2021 1:15:29 p. m.,14.49,4.86,134.8,307.5,689.0,552.0,1.5,0.345,0.34,0.0,10.789000000000001,52.2,3.87
2021-11-22 12:52:57,11/22/2021 1:15:34 p. m.,14.49,4.86,134.7,307.4,689.0,552.0,1.5,0.345,0.34,0.0,10.788,52.1,3.87
2021-11-22 12:53:02,11/22/2021 1:15:39 p. m.,14.49,4.86,134.8,307.5,689.0,552.0,1.5,0.345,0.34,0.0,10.788,52.1,3.86
2021-11-22 12:53:07,11/22/2021 1:15:44 p. m.,14.49,4.86,134.8,307.5,689.0,552.0,1.5,0.345,0.34,0.0,10.789000000000001,52.0,3.86
2021-11-22 12:53:12,11/22/2021 1:15:49 p. m.,14.49,4.86,134.8,307.5,689.0,552.0,1.5,0.345,0.34,0.0,10.788,52.0,3.86
2021-11-22 12:53:17,11/22/2021 1:15:54 p. m.,14.49,4.86,134.8,307.5,689.0,552.0,1.5,0.345,0.34,0.0,10.79,52.0,3.86
