datetime,Datetime,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
2021-11-17 21:06:25,11/17/2021 9:29:02 p. m.,17.07,5.48,102.4,248.8,656,557,1.5,0.328,0.32,0,10.811,58.1,4.08
2021-11-17 21:06:30,11/17/2021 9:29:07 p. m.,17.07,5.48,102.4,248.8,656,557,1.5,0.328,0.32,0,10.813,57.9,4.07
2021-11-17 21:06:35,11/17/2021 9:29:12 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,57.7,4.06
2021-11-17 21:06:40,11/17/2021 9:29:17 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.81,57.6,4.05
2021-11-17 21:06:45,11/17/2021 9:29:22 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.811,57.7,4.06
2021-11-17 21:06:50,11/17/2021 9:29:27 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.811,57.9,4.07
2021-11-17 21:06:55,11/17/2021 9:29:32 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,58,4.08
2021-11-17 21:07:00,11/17/2021 9:29:37 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.814,58,4.08
2021-11-17 21:07:05,11/17/2021 9:29:42 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,57.8,4.06
2021-11-17 21:07:10,11/17/2021 9:29:47 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,57.5,4.04
2021-11-17 21:07:15,11/17/2021 9:29:52 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.813,57.2,4.02
2021-11-17 21:07:20,11/17/2021 9:29:57 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,56.9,4
2021-11-17 21:07:25,11/17/2021 9:30:02 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,56.6,3.98
2021-11-17 21:07:30,11/17/2021 9:30:07 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,56.3,3.96
2021-11-17 21:07:35,11/17/2021 9:30:12 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,56.2,3.95
2021-11-17 21:07:40,11/17/2021 9:30:17 p. m.,17.07,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.811,56.1,3.95
2021-11-17 21:07:45,11/17/2021 9:30:22 p. m.,17.07,5.48,102.5,248.9,655,557,1.5,0.328,0.32,0,10.81,56.1,3.94
2021-11-17 21:07:50,11/17/2021 9:30:27 p. m.,17.07,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.809,56.1,3.95
2021-11-17 21:07:55,11/17/2021 9:30:32 p. m.,17.07,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.81,56.2,3.95
2021-11-17 21:08:00,11/17/2021 9:30:37 p. m.,17.07,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.81,56,3.94
2021-11-17 21:08:05,11/17/2021 9:30:42 p. m.,17.07,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.809,56.7,3.98
2021-11-17 21:08:10,11/17/2021 9:30:47 p. m.,17.07,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.807,57.5,4.04
2021-11-17 21:08:15,11/17/2021 9:30:52 p. m.,17.07,5.48,102.5,248.9,656,557,1.5,0.328,0.32,0,10.809,58.2,4.1
2021-11-17 21:08:20,11/17/2021 9:30:57 p. m.,17.07,5.48,102.4,248.9,656,557,1.5,0.328,0.32,0,10.808,59.3,4.17
2021-11-17 21:08:25,11/17/2021 9:31:02 p. m.,17.07,5.48,102.4,248.9,656,557,1.5,0.328,0.32,0,10.807,59.5,4.18
2021-11-17 21:08:30,11/17/2021 9:31:07 p. m.,17.07,5.48,102.4,248.8,656,557,1.5,0.328,0.32,0,10.807,59.1,4.16
2021-11-17 21:08:35,11/17/2021 9:31:12 p. m.,17.07,5.48,102.4,248.8,656,557,1.5,0.328,0.32,0,10.81,58.8,4.14
2021-11-17 21:08:40,11/17/2021 9:31:17 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.808,58.5,4.11
2021-11-17 21:08:45,11/17/2021 9:31:22 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.809,58.2,4.09
2021-11-17 21:08:50,11/17/2021 9:31:27 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.807,57.9,4.07
2021-11-17 21:08:55,11/17/2021 9:31:32 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.807,57.9,4.07
2021-11-17 21:09:00,11/17/2021 9:31:37 p. m.,17.07,5.48,102.4,248.8,656,557,1.5,0.328,0.32,0,10.811,57.9,4.07
2021-11-17 21:09:05,11/17/2021 9:31:42 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.81,57.9,4.08
2021-11-17 21:09:10,11/17/2021 9:31:47 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.809,58,4.08
2021-11-17 21:09:15,11/17/2021 9:31:52 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.809,58.5,4.12
2021-11-17 21:09:20,11/17/2021 9:31:57 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.811,59.5,4.19
2021-11-17 21:09:25,11/17/2021 9:32:02 p. m.,17.07,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.811,60.1,4.23
2021-11-17 21:09:30,11/17/2021 9:32:07 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.812,59.8,4.2
2021-11-17 21:09:35,11/17/2021 9:32:12 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.81,59.4,4.18
2021-11-17 21:09:40,11/17/2021 9:32:17 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.81,59,4.15
2021-11-17 21:09:45,11/17/2021 9:32:22 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.808,58.7,4.13
2021-11-17 21:09:50,11/17/2021 9:32:27 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.807,58.5,4.11
2021-11-17 21:09:55,11/17/2021 9:32:32 p. m.,17.06,5.48,102.4,248.8,655,557,1.5,0.328,0.32,0,10.81,58.2,4.1
2021-11-17 21:10:00,11/17/2021 9:32:37 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.809,59.2,4.17
2021-11-17 21:10:05,11/17/2021 9:32:42 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.808,59.2,4.16
2021-11-17 21:10:10,11/17/2021 9:32:47 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.809,58.9,4.14
2021-11-17 21:10:15,11/17/2021 9:32:52 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.808,58.8,4.13
2021-11-17 21:10:20,11/17/2021 9:32:57 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.808,58.7,4.13
2021-11-17 21:10:25,11/17/2021 9:33:02 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.809,59,4.15
2021-11-17 21:10:30,11/17/2021 9:33:07 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.809,59.3,4.17
2021-11-17 21:10:35,11/17/2021 9:33:12 p. m.,17.06,5.48,102.5,248.9,655,557,1.5,0.328,0.32,0,10.809,59.5,4.19
2021-11-17 21:10:40,11/17/2021 9:33:17 p. m.,17.06,5.48,102.5,248.9,655,557,1.5,0.328,0.32,0,10.809,59.1,4.16
2021-11-17 21:10:45,11/17/2021 9:33:22 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.812,58.6,4.12
2021-11-17 21:10:50,11/17/2021 9:33:27 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.812,58.7,4.13
2021-11-17 21:10:55,11/17/2021 9:33:32 p. m.,17.06,5.48,102.4,248.9,655,557,1.5,0.328,0.32,0,10.81,59.1,4.15
2021-11-17 21:11:00,11/17/2021 9:33:37 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.811,59.2,4.16
2021-11-17 21:11:05,11/17/2021 9:33:42 p. m.,17.06,5.48,102.4,249,655,557,1.5,0.328,0.32,0,10.81,59,4.15
2021-11-17 21:11:10,11/17/2021 9:33:47 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.811,58.8,4.14
2021-11-17 21:11:15,11/17/2021 9:33:52 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,58.7,4.13
2021-11-17 21:11:20,11/17/2021 9:33:57 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.807,59.4,4.18
2021-11-17 21:11:25,11/17/2021 9:34:02 p. m.,17.06,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.81,59.9,4.22
2021-11-17 21:11:30,11/17/2021 9:34:07 p. m.,17.06,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.81,59.7,4.2
2021-11-17 21:11:35,11/17/2021 9:34:12 p. m.,17.06,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.811,59.7,4.2
2021-11-17 21:11:40,11/17/2021 9:34:17 p. m.,17.06,5.48,102.5,249,655,556,1.5,0.328,0.32,0,10.81,59.9,4.21
2021-11-17 21:11:45,11/17/2021 9:34:22 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,59.6,4.19
2021-11-17 21:11:50,11/17/2021 9:34:27 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.811,59.5,4.18
2021-11-17 21:11:55,11/17/2021 9:34:32 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,59.2,4.16
2021-11-17 21:12:00,11/17/2021 9:34:37 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,58.9,4.14
2021-11-17 21:12:05,11/17/2021 9:34:42 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,58.8,4.13
2021-11-17 21:12:10,11/17/2021 9:34:47 p. m.,17.06,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.808,58.8,4.14
2021-11-17 21:12:15,11/17/2021 9:34:52 p. m.,17.06,5.48,102.6,249,655,557,1.5,0.328,0.32,0,10.808,59.1,4.15
2021-11-17 21:12:20,11/17/2021 9:34:57 p. m.,17.05,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.806,59.1,4.16
2021-11-17 21:12:25,11/17/2021 9:35:02 p. m.,17.05,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.807,58.8,4.14
2021-11-17 21:12:30,11/17/2021 9:35:07 p. m.,17.05,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.808,58.8,4.14
2021-11-17 21:12:35,11/17/2021 9:35:12 p. m.,17.05,5.48,102.5,249,655,557,1.5,0.328,0.32,0,10.809,59.2,4.17
2021-11-17 21:12:40,11/17/2021 9:35:17 p. m.,17.05,5.48,102.5,249,655,556,1.5,0.328,0.32,0,10.808,59.2,4.17
2021-11-17 21:12:45,11/17/2021 9:35:22 p. m.,17.05,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.809,59,4.15
2021-11-17 21:12:50,11/17/2021 9:35:27 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.809,59.6,4.19
2021-11-17 21:12:55,11/17/2021 9:35:32 p. m.,17.05,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.809,60.2,4.23
2021-11-17 21:13:00,11/17/2021 9:35:37 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.809,60.4,4.25
2021-11-17 21:13:05,11/17/2021 9:35:42 p. m.,17.05,5.48,102.5,249.1,655,557,1.5,0.328,0.32,0,10.811,60,4.22
2021-11-17 21:13:10,11/17/2021 9:35:47 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.809,59.7,4.2
2021-11-17 21:13:15,11/17/2021 9:35:52 p. m.,17.05,5.48,102.6,249.1,656,557,1.5,0.328,0.32,0,10.809,59.4,4.18
2021-11-17 21:13:20,11/17/2021 9:35:57 p. m.,17.05,5.48,102.5,249.1,656,557,1.5,0.328,0.32,0,10.809,59.4,4.18
2021-11-17 21:13:25,11/17/2021 9:36:02 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.809,59.8,4.2
2021-11-17 21:13:30,11/17/2021 9:36:07 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.808,60.3,4.24
2021-11-17 21:13:35,11/17/2021 9:36:12 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.809,60.1,4.23
2021-11-17 21:13:40,11/17/2021 9:36:17 p. m.,17.05,5.48,102.5,249.1,656,557,1.5,0.328,0.32,0,10.81,59.8,4.21
2021-11-17 21:13:45,11/17/2021 9:36:22 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.81,59.4,4.18
2021-11-17 21:13:50,11/17/2021 9:36:27 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.811,59,4.15
2021-11-17 21:13:55,11/17/2021 9:36:32 p. m.,17.05,5.48,102.5,249.1,656,557,1.5,0.328,0.32,0,10.808,58.7,4.13
2021-11-17 21:14:00,11/17/2021 9:36:37 p. m.,17.05,5.48,102.5,249.1,655,556,1.5,0.328,0.32,0,10.807,58.5,4.11
2021-11-17 21:14:05,11/17/2021 9:36:42 p. m.,17.05,5.48,102.6,249.2,655,556,1.5,0.328,0.32,0,10.809,58.5,4.12
2021-11-17 21:14:10,11/17/2021 9:36:47 p. m.,17.05,5.48,102.5,249.2,655,556,1.5,0.328,0.32,0,10.808,58.4,4.11
2021-11-17 21:14:15,11/17/2021 9:36:52 p. m.,17.05,5.48,102.6,249.2,655,556,1.5,0.328,0.32,0,10.809,58.4,4.11
2021-11-17 21:14:20,11/17/2021 9:36:57 p. m.,17.05,5.48,102.5,249.2,655,556,1.5,0.328,0.32,0,10.808,58.4,4.11
2021-11-17 21:14:25,11/17/2021 9:37:02 p. m.,17.04,5.48,102.5,249.2,655,556,1.5,0.328,0.32,0,10.811,58.2,4.1
2021-11-17 21:14:30,11/17/2021 9:37:07 p. m.,17.04,5.48,102.5,249.2,655,556,1.5,0.328,0.32,0,10.81,58.3,4.1
2021-11-17 21:14:35,11/17/2021 9:37:12 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.808,58.2,4.09
2021-11-17 21:14:40,11/17/2021 9:37:17 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.812,58.3,4.1
2021-11-17 21:14:45,11/17/2021 9:37:22 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.81,59.5,4.19
2021-11-17 21:14:50,11/17/2021 9:37:27 p. m.,17.04,5.48,102.6,249.3,656,556,1.5,0.328,0.32,0,10.808,60,4.22
2021-11-17 21:14:55,11/17/2021 9:37:32 p. m.,17.04,5.48,102.6,249.3,656,556,1.5,0.328,0.32,0,10.809,60.1,4.23
2021-11-17 21:15:00,11/17/2021 9:37:37 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.81,60.4,4.25
2021-11-17 21:15:05,11/17/2021 9:37:42 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.809,60.2,4.24
2021-11-17 21:15:10,11/17/2021 9:37:47 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.809,60,4.22
2021-11-17 21:15:15,11/17/2021 9:37:52 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.81,61.3,4.31
2021-11-17 21:15:20,11/17/2021 9:37:57 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.812,61.4,4.32
2021-11-17 21:15:25,11/17/2021 9:38:02 p. m.,17.04,5.48,102.6,249.3,656,556,1.5,0.328,0.32,0,10.81,60.7,4.27
2021-11-17 21:15:30,11/17/2021 9:38:07 p. m.,17.04,5.48,102.6,249.3,656,556,1.5,0.328,0.32,0,10.809,60.2,4.24
2021-11-17 21:15:35,11/17/2021 9:38:12 p. m.,17.04,5.48,102.6,249.3,656,556,1.5,0.328,0.32,0,10.809,59.9,4.21
2021-11-17 21:15:40,11/17/2021 9:38:17 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.81,59.7,4.2
2021-11-17 21:15:45,11/17/2021 9:38:22 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.809,59.5,4.19
2021-11-17 21:15:50,11/17/2021 9:38:27 p. m.,17.04,5.48,102.6,249.3,655,556,1.5,0.328,0.32,0,10.811,59.6,4.19
2021-11-17 21:15:55,11/17/2021 9:38:32 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.81,59.7,4.2
2021-11-17 21:16:00,11/17/2021 9:38:37 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.81,59.5,4.18
2021-11-17 21:16:05,11/17/2021 9:38:42 p. m.,17.04,5.48,102.6,249.4,656,556,1.5,0.328,0.32,0,10.81,59.1,4.16
2021-11-17 21:16:10,11/17/2021 9:38:47 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.811,59.1,4.16
2021-11-17 21:16:15,11/17/2021 9:38:52 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.811,59.1,4.16
2021-11-17 21:16:20,11/17/2021 9:38:57 p. m.,17.04,5.48,102.6,249.4,655,556,1.5,0.328,0.32,0,10.813,59.5,4.19
2021-11-17 21:16:25,11/17/2021 9:39:02 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.813,59.5,4.19
2021-11-17 21:16:30,11/17/2021 9:39:07 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.812,59.1,4.16
2021-11-17 21:16:35,11/17/2021 9:39:12 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.809,58.6,4.13
2021-11-17 21:16:40,11/17/2021 9:39:17 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.81,58.1,4.09
2021-11-17 21:16:45,11/17/2021 9:39:22 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.811,57.7,4.06
2021-11-17 21:16:50,11/17/2021 9:39:27 p. m.,17.04,5.48,102.6,249.5,656,556,1.5,0.328,0.32,0,10.812,57.2,4.03
2021-11-17 21:16:55,11/17/2021 9:39:32 p. m.,17.04,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.812,57.1,4.02
2021-11-17 21:17:00,11/17/2021 9:39:37 p. m.,17.03,5.48,102.6,249.5,656,556,1.5,0.328,0.32,0,10.813,57.1,4.02
2021-11-17 21:17:05,11/17/2021 9:39:42 p. m.,17.03,5.48,102.7,249.5,656,556,1.5,0.328,0.32,0,10.812,57.4,4.04
2021-11-17 21:17:10,11/17/2021 9:39:47 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.81,57.9,4.07
2021-11-17 21:17:15,11/17/2021 9:39:52 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.809,58.3,4.1
2021-11-17 21:17:20,11/17/2021 9:39:57 p. m.,17.03,5.47,102.8,249.5,655,556,1.5,0.328,0.32,0,10.81,59.2,4.16
2021-11-17 21:17:25,11/17/2021 9:40:02 p. m.,17.04,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.808,60.2,4.24
2021-11-17 21:17:30,11/17/2021 9:40:07 p. m.,17.04,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.807,60.1,4.23
2021-11-17 21:17:35,11/17/2021 9:40:12 p. m.,17.04,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.807,59.8,4.21
2021-11-17 21:17:40,11/17/2021 9:40:17 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.808,59.6,4.2
2021-11-17 21:17:45,11/17/2021 9:40:22 p. m.,17.03,5.48,102.7,249.5,656,556,1.5,0.328,0.32,0,10.809,59.4,4.18
2021-11-17 21:17:50,11/17/2021 9:40:27 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.809,59.1,4.16
2021-11-17 21:17:55,11/17/2021 9:40:32 p. m.,17.03,5.48,102.6,249.5,655,556,1.5,0.328,0.32,0,10.808,59.1,4.16
2021-11-17 21:18:00,11/17/2021 9:40:37 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.806,58.9,4.15
2021-11-17 21:18:05,11/17/2021 9:40:42 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.808,58.5,4.12
2021-11-17 21:18:10,11/17/2021 9:40:47 p. m.,17.03,5.48,102.7,249.5,655,556,1.5,0.328,0.32,0,10.809,58.2,4.1
2021-11-17 21:18:15,11/17/2021 9:40:52 p. m.,17.03,5.48,102.8,249.5,656,556,1.5,0.328,0.32,0,10.808,57.9,4.08
2021-11-17 21:18:20,11/17/2021 9:40:57 p. m.,17.03,5.48,102.7,249.4,656,556,1.5,0.328,0.32,0,10.808,57.6,4.05
2021-11-17 21:18:25,11/17/2021 9:41:02 p. m.,17.03,5.48,102.7,249.4,656,556,1.5,0.328,0.32,0,10.808,57.3,4.03
2021-11-17 21:18:30,11/17/2021 9:41:07 p. m.,17.03,5.48,102.8,249.4,656,556,1.5,0.328,0.32,0,10.809,59.3,4.18
2021-11-17 21:18:35,11/17/2021 9:41:12 p. m.,17.03,5.48,102.7,249.4,656,556,1.5,0.328,0.32,0,10.81,60.2,4.24
2021-11-17 21:18:40,11/17/2021 9:41:17 p. m.,17.03,5.48,102.8,249.4,656,556,1.5,0.328,0.32,0,10.811,60,4.22
2021-11-17 21:18:45,11/17/2021 9:41:22 p. m.,17.03,5.48,102.8,249.4,656,556,1.5,0.328,0.32,0,10.812,59.6,4.2
2021-11-17 21:18:50,11/17/2021 9:41:27 p. m.,17.03,5.48,102.8,249.3,656,556,1.5,0.328,0.32,0,10.811,59.2,4.17
2021-11-17 21:18:55,11/17/2021 9:41:32 p. m.,17.03,5.48,102.7,249.3,656,556,1.5,0.328,0.32,0,10.81,58.8,4.14
2021-11-17 21:19:00,11/17/2021 9:41:37 p. m.,17.03,5.48,102.7,249.3,656,556,1.5,0.328,0.32,0,10.812,58.6,4.12
2021-11-17 21:19:05,11/17/2021 9:41:42 p. m.,17.03,5.48,102.7,249.3,656,556,1.5,0.328,0.32,0,10.813,58.4,4.11
2021-11-17 21:19:10,11/17/2021 9:41:47 p. m.,17.03,5.48,102.8,249.2,656,556,1.5,0.328,0.32,0,10.812,58,4.08
2021-11-17 21:19:15,11/17/2021 9:41:52 p. m.,17.03,5.48,102.8,249.2,656,556,1.5,0.328,0.32,0,10.812,58.8,4.14
2021-11-17 21:19:20,11/17/2021 9:41:57 p. m.,17.03,5.48,102.8,249.3,656,556,1.5,0.328,0.32,0,10.81,59.8,4.21
2021-11-17 21:19:25,11/17/2021 9:42:02 p. m.,17.03,5.48,102.7,249.2,656,556,1.5,0.328,0.32,0,10.81,59.8,4.21
2021-11-17 21:19:30,11/17/2021 9:42:07 p. m.,17.03,5.48,102.7,249.2,655,556,1.5,0.328,0.32,0,10.81,60.2,4.24
2021-11-17 21:19:35,11/17/2021 9:42:12 p. m.,17.03,5.48,102.8,249.2,655,556,1.5,0.328,0.32,0,10.809,60.5,4.26
2021-11-17 21:19:40,11/17/2021 9:42:17 p. m.,17.03,5.47,102.9,249.2,655,556,1.5,0.328,0.32,0,10.809,60.5,4.26
2021-11-17 21:19:45,11/17/2021 9:42:22 p. m.,17.03,5.48,102.8,249.2,655,556,1.5,0.328,0.32,0,10.809,60.7,4.27
2021-11-17 21:19:50,11/17/2021 9:42:27 p. m.,17.03,5.48,102.7,249.2,656,556,1.5,0.328,0.32,0,10.809,60.4,4.25
2021-11-17 21:19:55,11/17/2021 9:42:32 p. m.,17.03,5.48,102.8,249.2,655,556,1.5,0.328,0.32,0,10.809,60.1,4.23
2021-11-17 21:20:00,11/17/2021 9:42:37 p. m.,17.03,5.47,102.8,249.2,656,556,1.5,0.328,0.32,0,10.81,59.9,4.22
2021-11-17 21:20:05,11/17/2021 9:42:42 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.81,59.6,4.19
2021-11-17 21:20:10,11/17/2021 9:42:47 p. m.,17.03,5.47,102.8,249.2,656,556,1.5,0.328,0.32,0,10.809,59.3,4.18
2021-11-17 21:20:15,11/17/2021 9:42:52 p. m.,17.03,5.48,102.8,249.2,656,556,1.5,0.328,0.32,0,10.809,58.9,4.15
2021-11-17 21:20:20,11/17/2021 9:42:57 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.809,58.4,4.11
2021-11-17 21:20:25,11/17/2021 9:43:02 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.809,58.4,4.11
2021-11-17 21:20:30,11/17/2021 9:43:07 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.808,58.2,4.09
2021-11-17 21:20:35,11/17/2021 9:43:12 p. m.,17.03,5.48,102.8,249.2,655,556,1.5,0.328,0.32,0,10.81,57.9,4.08
2021-11-17 21:20:40,11/17/2021 9:43:17 p. m.,17.03,5.47,102.8,249.2,656,556,1.5,0.328,0.32,0,10.811,57.7,4.07
2021-11-17 21:20:45,11/17/2021 9:43:22 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.812,57.8,4.07
2021-11-17 21:20:50,11/17/2021 9:43:27 p. m.,17.03,5.48,102.8,249.2,655,556,1.5,0.328,0.32,0,10.81,59.8,4.21
2021-11-17 21:20:55,11/17/2021 9:43:32 p. m.,17.03,5.47,102.8,249.2,655,556,1.5,0.328,0.32,0,10.81,60.6,4.27
2021-11-17 21:21:00,11/17/2021 9:43:37 p. m.,17.02,5.48,102.8,249.2,656,556,1.5,0.328,0.32,0,10.809,60.1,4.23
2021-11-17 21:21:05,11/17/2021 9:43:42 p. m.,17.02,5.47,102.8,249.2,656,556,1.5,0.328,0.32,0,10.809,59.7,4.2
2021-11-17 21:21:10,11/17/2021 9:43:47 p. m.,17.02,5.47,102.8,249.3,656,556,1.5,0.328,0.32,0,10.809,59.5,4.19
2021-11-17 21:21:15,11/17/2021 9:43:52 p. m.,17.02,5.47,102.8,249.3,655,556,1.5,0.328,0.32,0,10.81,59.3,4.18
2021-11-17 21:21:20,11/17/2021 9:43:57 p. m.,17.02,5.47,102.8,249.3,655,556,1.5,0.328,0.32,0,10.81,59.1,4.16
2021-11-17 21:21:25,11/17/2021 9:44:02 p. m.,17.02,5.47,102.8,249.3,656,556,1.5,0.328,0.32,0,10.809,59.1,4.16
